id,prompt,answer,reference_steps,canary
142,cHRup/DbpujhxtjIsPmgtdTjsffKx/PUsf7Ox+Xutcn7u4bXtq/Br8HIqLzUouPcxcj0q8DGorSkhu/ohP3LycfPrfu3nN/5i/DpwvjpgOvzjdf3isO117CC1oma046T3ZGSjofo1oiCz7T937GU3OaPjaq30tmU0sex1bP5gbDAreHmrPTnu+22oc7FpqnbrcrkqPyjq8Paqu6spPLOreD3x8jbxtnlpPjbyNP2vO29qsjAqs7Hy6XVhdbMlOWpo+3Joa/dht7Lgeixof7FlOvfhufsjq6V0IiG3oq70q2a1Y/uy/+z16Kp292015eyhJr6yYC8ioi7h5i01fzN1PrFqvviqfvorLzbp/nixe/yqvHro7rKoOrFt4fKstDYpO6gpPeUt9bFoe+IvProt6DNpvPQq8qLyMz8i+bIkaftvebhxMHEgvTnj4HogOLQtuPtnd/3wo691Yuf25Ci0Lqi3d6uhLS836S8iZaSy6zR29ik,penip/LBpNTH,c2tuq+fLpNrgxPndsdKhvPTVs9zYx/rns8DhydX+uOrMsKDdtKLpqcbyp6fboeT0xerJbKzAw8uv0Yju+5bGt2ey9NXHw/6Cyt2Nof5FjNbFgO7jgeiw3Ym92a6z05qv0Y6lg77g3YyizrTr3quj3/2pja+b0t+v09i90rfbgbDJps7BQn9vcq6O3qXpzMXc7ar43KGn9KDywb2c27XM7afCvKbngrXw1K/drrD99bKw06n4625ny7vDhdbbleyvodbuoZnOht3jhfCCotPtls3khujnh5G+0Yu735yo0I2/3IXqyM+x1qCC0Nm415WThY7eyqSpg5mUh4qN1sDF19jBq//IqObZac/4zbHQnbfw4rbMzsbWy7DZz8nD87T/2raayrak76/Bwquuy6PO08be1qn026qSqIvQ6Ibh2sXc6639hp/P7Ij+68js5IDMxoL12ozUpNG1szoJHBbTlJvbl8LI577WrZ3b3aLVspyJm8HIhKOCoJ+Ev7fW+MrX2MGr2Pap+PStveWmz+/P78So9OKsjuqjzuqxoMu2yMunzr2o0YO09tqt9Kuxwee7nMem+Pmh+afD4+qM5+CQhtGwxtXH8eqCws+Ml8iA4/yw5eN4V0YN1by51qae0oy13bSNgK3G3YyiyJvY3py53OScgJSl0+O40sCo35LBhbnKotTHrcvEt+WZoPzZpp39p/PZq+WOqvrLoPyjpevdoO7rxfvHxd7TpfHNxdLJv86kqOLgrfTJy6bvgu7j,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
143,pPnaptnVpML/x+fLsd2IYXh9YKn9lHijys23r9C16MamyKSk7Y61wdusxIiyxdmyoPSo0eio0J7E29uLxeickNaz1OXPxP0=,dQ==,c2tupdfoqf3pxdT1s+KqtvbhsMHexeDdsNPryPX2tcr2WBJvc8fr06nn7xJkd22xmft4qtXGoKGxhtnthuj9xfn7rMm6nejNiOPpJ3dLRZj8wIfu642og9C+od+KtdCPswTf+4yEjJ7doK6EspvLueA=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
144,pNnHp/DNperhyObqsdGut/DZsOjeyc3tsdHnxfzhteHbtIzgtqzGq9XhqbrQouPbxcr2pdzSoIqUgeH6g/LtwsfJr/ylntbki9TNyNjNjMvCg/zNh9Cn2pKS2Ziq1LSo1rO7g7HJ2o+hxLfJ3I6x3PK1jaq02dm40PaB04vfipfQo9LDrej8tdGkot3fpK/Yr9vkqPygqvjbos2FpMDdo/3GxdDLyfX8p/Xaz+jJsNSsp/HVrfPIyJz3hP/5msa4o+3HoJj4htjjhu+Xo/H6lOnrhcrajJCp0Imy3aiy05Kk1oDdy+Oe16680c6E1ZGthKTsyYWqg7+6hKez197k1PrFp8Dgq9bkorX7cGB4xdvOpsfTo7rKosLwt53ws9DHqe25qNCIt9j0rPORsP3ivI/qqPDdq9S2yNbDi9/lnZrBsfLExMHqgMv1gYz9itnv,penicH2o8Niip9Wo0fnI3duq8NqivM6h6/a6lc+43tak97Y=,c2tupOThperLxPzrvdS8tuz7s9HhyMnvsv/cx/rftcD5tbT0tp3hr8HDq5/XotnhxsLbqsDFpq6raVNAQZXtl6Pt8qyH6ofN74bYuaH5zZfH0ITP0oyVn9KrtNyuttCIhtac28juudaniNHks9S5iIeoyO+P3/2L0t6h373Vh7XJo8ftrvHVWHgOZKfJ5MjU4qvvwqCY96Hr3reYw7fKwab1saTqm7bO7a7YsbHq5LKc26jU5qvhicXuyqzWmvOMovDOq5z0ht74hvqhovnJsuSM+c2G1Lrau4DVv7nTpL3RjqWBt+XVpI3IidDeq4La4b4jQlZTRXNeEFrUs++NjM6t4eav2fS39pGi1uKoteys9+99cBmrzdCswL9LZH5lqf2FpseVtfHwoeCJstn0lpem1vOs8tLGrtKE6+qa95ei696gmv6FycJQXcj174z3wozkyovmvteQp9egttCotdGOio6Y79q+q8iR9w==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
145,pM/Yqtf+qebtxcv2dqePwaDH2avQlav452dgEHNktfz1Zcbd28bMzKTZwMTsxb74garB3az2xsm654b61JfEka/y6qyPzIrC6IrKvKDdyJ/v6YTcwIyRktGLtt6JttCMvdas4Mjys9+Esg==,NCw4LBB8cWI=,c2tupdfop9v1xs7Xvd6Tu/zpsMPzAqjqxK3arKbE5aD84wJzYxJkqfj9ecbIzb/OpKrB3az2xsaO04TT9J3FqKLQwayf44fr1YT8haLt0pjnw4T91IyVidyQhdWOutOxg9ap6MjundSDiNP6jNWjnIaZ/8S4v42TsYuUptbr89X6xqnZzKvd2q+b+a7oyCphZm+zxfrFxvW+6vfG3di22cG3sM+3mNCq7eirr8Wg4NfH1cqr3fugk5GLxs2J3c3I4NOg5rFyUUtOhMmDrMvBmPTjiNDyjJWf07+Y34uJ06+x1qzgyPKz1ICXQghOXHUIUQSCpLPQ+Y4=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
146,pv3OpeTzpN/qx83NsvmYtcDAs9f6xdXlsv7xx9HWtdDHtZvstJr2pdbnp4LMrNjUxcj0qtXOoIqHhdTZhNbvxf/XrNial97ph+Tlxfvxjd/2gNnwhvSX1KKH1aqj0bqc0J2PjpjB27C5yY7n3Iut3N2Ug7mD3/iW0OuP0Z3uharGoMPir8TNvfesrP7NpJzzrcL0q82sq9n+otyJpP7mov/2xPzAxOjhptPKx+/1vduXqdbjrfXFypnrjtL+,pd76psXKp87x,c2tupdL5qMnhxezwsPiwtdPxsfbKEn53ZKDrlKTL8KH53Mf8wsbI36bTysfv6L/uhqbZ4qDs3ceg44Tp25bBjaLO9KGE34v86IbQr6H535/v6VNCUVzIi4HUq6TXi6Y/Bx0ZgLfV26uSyJzQ3Iq93/ajgJWz0f+w0u+X0LrohIj6o8bMrPX7scuqo8Pdpr/grPP1pOuUrcXdT2EOYWJgd3W3mfW2u86p/Nuot+Kq5NjF39+qwM6jsqmH2cOE6cTF4/Kg3aaf7MyLzd7F8cWM8NKA7NOE4aHQta3VnpvRnY/TtrGAguzauYbKj9Xdm7Hb4amLkbTeypHS75fQuuiHrOqi6v2twfu10aSj+uSkr+Ss9++uxLyp3uKg36enzOqnwc8=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
147,pNnHp/DNpe/GyPXgsuKrtsXVsfT/z/LJv9jyx9zQtfz8u5vZtLrUpO/7pof3oOX2xfPBq8HIoq+LjN3ihO7RyOnnoeODnNrIiOPTy9zKg//DgOnCjNSh1Lux14WJ0Je+0qihiZHt1Lu6xZb30LOh3O+Pgbiy2dm40fmC0avLhoz2rNTMr9DBtMuyoPrapJ/QrevhpPGXofnao9OWpMDBrcLUyP/qx8TTrvXCxuTRv9aYp/HSoczYxqLZjtLtl+uMoPfHoa/bht3DhOG0q9npmOz8h9LUj7e23Z600p2C0bqW1qndwt2+1b2b0f2Q24OLiZPHyqKyg5e8h4e319zP1P7fpuz8ov3Irpz9pO3Uxtrrq+3GoJjOo+XnYM/93LjqwLS4z7ed8KnTxRZ4sP3YsoD4qvbFrcWseDuH9s6ayaE=,qsXPpeXr,c2tupdjRpubpyPXgsuKrtsXVsfT/KnxrdqPpganm46Pc88T65cfKyKTE1MTs/r7Mj63O0KHOxMiNxYXQ4pTaq6XV1A==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
148,p8DmpNjOpvfjxsz+sfyRu+/Js+rYxPbosMvAx+38tP/NtbrFtLTlqfz4qpj5o8TUxd/AqPHOoZaKi9TZhPTKxenPr8SHnfnFidfIyt7hjdfBjejAhPKp25CB1oam3rSw0K+RjoLE27OQyqDU3Y6c3PG6jYuu3+ac09q80avEharGoNXYrPXrt+a3o9XhpJ3irtf6qP+gqvzequ6sqe/JrML6x9Xmxe39pfHjx8DyvOybqNTIrOj+y43zhvTlm9yQoendrKD9hP3BhvuHodzRldTfhub8j7e22o2v,ocXEpu3op87nxvH2vfq4sMjEtszFEXd9ZWW3mfVwYmWnzqhhYRNwqtbs,c2tupdjRpubpxcHps9GjtO3ns8T7xfP0s8rgxufMv/nNtK7TtrDdq+3lqprYosLQxPf0r8nEoIqth9rpifL8yMbBrt+/TIHl5WlaA2SC8cW22NCW28XFh4LUtonXmK7TtZTc/Y2GhpDft7CJn6HFsNPS/ILRpMfdpOPSiZOL3rykzOCl9Nmp0s7F9M6z/Le39OCyxf3i+aDC1beQ/Vpja2G1m+a2hN2kwN2ru8+h4d/F38Cl79isrYiH2eSH6tnH3dGu0JWd39SK29LOxO+A1faD/d6F3ZrbjqnTurnZiLnQto+ClczXlZ3LqM3ehprQ2qyDt7zTw4/Sz6bTi+SKl9Ctx/Gv2fC6wp6j8OelmO6rzO6p/KOo2cGi25mo9eCj/cbP/d/F1fqkzvTHwNq+w4Wp0tOt9v8fGVtSToTLzQB1da/YqFhQVk6F/4g=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
149,p+Hnpfzop+njxvH2steQtsT1s9DNxPbFsv34xc7/tP7ktbzKu4fRqtbsq6fuosLQxcriqdLjqpKshuTChOnUxP/4r9ipnNrli83eyvnyg9P9gd/NhuCE14+m34a+3ous0J2Pg6jN16uVyLvK3Iit3di8i5Gn3tKp0MSN0rbIh6vvo9LDoPLQtdGkofHbpKzprdP9qsyfqv/xou+xpejao973yO7xEmB+dKz3lGOjxNwSd6jb7KvAgsXb4on79p+o+LHy88Xl5YHV1IyV/oDB6rbV8Jvx2cmKtdSJidWHh9qJrA==,pv3SpN7Lpej5xvH2scSMttPitszFGHt1ZqDXo2616fanxJmm4pM=,c2tupdfop9v1xeDosvWFtfPns/nzxtj1s8nox+32tdXJtL3gt5vmq9vNq6X4oMP5xPf0qPHSorimh9vch8fOxcL5rN+NclBLTovfsKPD3pTr+Ybk5YyXgNOEh9+3mtGumNWl5sXeo9eiqdHRt9ahg4WM3smAm4GOk4aOvdfc/tb7+0RwZm2kzuPGzP6w+4e09d6w4tzH89Q+MSZQe39/JC84VW81QzgiNmcgRSCjx/HI4Oyk5uugnq+G7dRTQksVouz9c8bk6leI9M3LzNqA3cOB2sWFyJE=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
150,pv3Op/XAp//Hxs3KZnESZq324anYiKvJwaHojKjoz6D28MX908Tqynis0pqy+cyxtP6q8NOh+aLF5teI/fudmMe879IWnNrPi87/yt7hg93fgO7ji8mh1o+/AgoCAdGMgQXf+qVTC9aviNvdtNuCnIeZ6MujhIKuswBEXlcDB9bezKvE6KjO962NyKn7zA==,dQ==,c2tuqu7bpNfDxuT4ssyOu/fIsPLExvLRs8LoyO/gtfjUvZzNtIH+qe/Tpp/NoeXZxuLCqsDFo7aPhf/5hc3zxtrlQ3YOWIfg2FFYHXOA3MRlg/36UVHLpZDUv6val7jSr7fd3r6JjKHclY6CuLnFnN7T8aHbtu7bi+7emJaA2qOq+9+n8OCnzsLE/MG957a2zeKw4dPG48mw3uDDwdq0/cy0lcC1k/qr282ovO6gxO7Dz8VGemBlxo/Gh8PtlOKSoM/NJlIRBgILh9CAovnsR7bqxJTO5MWduA==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
151,p9baptvkpMHfxdfoITHE6/Ot1dCthfKg2dGwoNy3ysGnzbCnz7+468eg7LGx2fCyt+qo0OWoy7zG99+Iwcqcmtiz+fDF6OyA5+6Nk8SCw/+21/qU6OXLo7HWipDXi6HSvLTW2qGHrpzesauJn7XEm/DcxoZa0c6t0M6a0pf+h4DTo9Lcqs3dtOSvodD8pJ/Wr9PersS9qNHgoO+1ruzP,cHZ3pdTS,c2tuq+byqMXlQqPqza6c367Q8KrNnqzFyqz3nKTfxKfBz8/938bZ8qTB/lUkoeDvyezRpP3lrK+zaVNAQZTpvKDh66OG94fX9YzUoaLs25Xb1YnV5YGPo9qNvNytk9K8i1HezbSHpobdkKE=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
152,pdz1p/DHpuzFxd/8FwNztPPzvcX+yMTHsd78w8HauOz4t4fHtbb/jvav0Y+z3OOyl/6r6NWp4q7D4+qL2MSRge+z9dDI8uCC9c2Pt8CB3+q10dOazNzIpoTXnbbUv7/aib/d3buGqLTeupOJsYnIqezS/ILcjeXQjuo=,ECwtK2gOKTssRyU=,c2tupNHzpOjtxtTds/WCts38vNjqyOHIXHd8AKfAzKL18Mbs38bZx6bd0cXt9jAgVD89dmZhJ09JCARAAxMQRDJ7KitNVwsRCw5HXy0GDVVhVQMACglDHQcDBAgABQAN,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
153,qtnvpOTZpOLExtLxst2pt/DPvNfCxejNs+Pax//etPnjt676tavZpdzrq5rDotrtyMDSqvvvo7KphtnIiODIz/vZrsaZnNjjh/r4y9PTgPbWgPHxhsah14WA1b+/3oCM0qm9jpvk1Yqfyr3Y3ZeK3O6Dgqax3/iW2N660avLhZzuoMnjreDiteeMocb0qLvV,penip/DNpP/oE3d5vdqm,c2tupdfop9v1xcHyvdWOu+fCX35qAKjMxaDuoKT/6aD7xsna1cbF/Kfp9sX7/L70p6bs1KzBz8um5oTA2A==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
154,cHV8cGio+OausMqk2cvF6vyr7caiuO6izMG2mMG50+2m0Y2oxIi11/yt9Iez0e2xnf6h8MUNBnp2TleL/dpLEHVgrP2UkcTziPHFwvjpgcjojMPqhu2a1Km42JeU0ZCP06agjq/T1LS3yY3o14+h3NiCgJWs0/W60Nmb04nDhaTdofTFrPXBtfibocnDpq7jreHLqsCvqvzfqu6sqf/nrNb8yO72x8T5pPT/x87Bvdu2qdfjrNL1y7zLhP3Lm/6sqOnW,pPD5psXa,c2tupdfop9v1EnRzZ6SZ563f26nJqqv84qHqqqfI8KLV58X84ipiYmGu47u9xdGxhMKo7PGm6IjHx9uI9OuRovW869zG5fKC9OePufGA2MFZVk9ShfeI1LyPc3lmYBkDFQEJVBiEi4TRi6KHqp7Ko+XT8Jjdi9Q=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
155,pM3fpdTEperLxPzrst2rtsfEuvDIx9r0sv/cxPrGtdPdtIzjtrDoq8LWq5DlouPbxff2qfHooZSmh9nuhcjixcj2oOK5n9Hzgd/kyfnjg+j8gNzhh9O717uK1YSy0Kul0YuTg7HR1KaBy6PX14+h3OyAjI+T0t2R0MS30qLuha/no8XRr/bct8SDrefNppPFr9XRqcOaq8Dzqu6spuvfofvUyObwxd/dpsf+z+jJvc+dquD6rfPKyKjchPztl/axouTcoYfsh/T2h9S3osrqlerRiO7jgIuz3buB0oaPFNCRlNDhooi1odG/hYeAtsuN4NHrjtGQ/NOE9NmLv4HbhqfZ5qX72KTswMT8y7LZrrTp4bLqxcbj57n53sj+y7XK4rGgwLq00KnV56iowqDQ4snP7qnG7ayIuYTS+Ibo/cT976DHnZ3tyobg1cXmzoLNyYPNzIXgu9ewlNexg9mIudO6uYKWxNaLrsiI4dCOi9zvj4CXvtPqktPattOLzoes8qPY+q3X/bfEg63nzaaTxafz2anYiKfuzqzSv6nn/6H52MXOwsfe/Kn06MX51b7mganSxa7Jxsi2+oXU553FrKLl+KyC04fB6oTVt6Df45/v6Ynd1IG6nN2eldOZrt21qta8ysXWndWkhdHykteVk4Sv2ciWgA==,p/v5ptPw,c2tupsDLp+rOxPzls+attuzLsvHexdL/sNz9KnN+cKH71Mjm8MXu+6TS88XGyb7CkKrE7KzT5MiT9oTQ6g==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
156,pv/0pfjcp8Xuxs7ks8OZu+fLuvDexPbPsczVxt3LttnJtpjKtKnXqsHJqpruquTYxcL9pcn2oKuUhsLAh/Lkxtvcr8C/nd3QitnSytD6gPj4gsfJhPKp1o2x1IKY05q+0YiajoL21oqCyq7l3rCo3+G0i5G03sqR09iM34z8h7bbrfHErPXBt8SFrO7DqY/ersDapPuQqdHJoMOdpej9oPHjxcLcxOjMpNX0xd3IsPWsqNTIofnqx6D3jtLtlOWpot3io7D+hPnnisujrfn5n+/ph+7qjbaC3KuO1Y660qm81p3Xy/2p34Sh0Ny+15W0hIvhyYSSg7Coho661tvn1f7/qPLKov3er5jEpNzGycnHqOnUq5zCoe7FupfutdnIp8q/p8+/v/DNrfagsc3fvaPyqNTmqNmuxcbcifv2nI7Os8fWx+LmjcH0gILJg/3ftvbLltvoxJSj,ocXEp/D5p+PUxP/Yeaig0qHd5KvtpqnN4KbSq67s2KH76MfVzMX2zqjJyMbDwLforKnG3a3048i4zInP7ZbDmqjpwA==,c2tupej0p9/lxP77svGxtd/qs8bhx8LZs8LoyO7UtP72uo/Wu4/dRnNnbsb0/L7Zjqfh26HhyMue9ITp25rWt6Pv86uc9ITF14Xlg6zK8pTp34Tg746pvdCTs9y9udyKhdaH8cjmiNiXutzOtQ==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
157,OicrLSslbz05R6HOxaSY0K/V0avojKr91qL9pzExICAzvZzNtIz8qPvFqp3IrdjRxtfhpPnPqpK/,Gyw2KiZtEzcl,c2tuq+byqMXlz/jbLCNFPSsneyM2R0R3eGW3vOm58fCoz4IpJ1QgP3tmYVg2IDY3SGEhPi5hN0tQDBMaEpbBjaHc96GoyIXJwofQraPK4gAyFQQAhfCCAAUDBd+LggHTqbvc6byEirPft7BrCx0NaQBEAV/RpdvSucfZi6kMFkQyNnRsZywzKiJWai4mJg8yKjx6fnEQeGtndmQVcFpka2G0qf+2qOCr7eWqmtih5cjIz8uj9dQcR1gKD04zFxc=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
158,pM3kpeXvpNr7EnRzYaSZ53+pycR2GajS86rurKTfwaD50cfb18bMzKTt6cfOwb3ooKn03Kzq4saPzonG4ZTRgaLLwqO6/IfgwobnlaP/4ZXb/oTV6IyXiNOpn9KCt9uJqg==,pNjmpezAqOjU,c2tupdTNpPbsx97Fsf2gtfLfs+TlxdDOsN39ayg9OWUKYM/938TozKXxycTu+r3boqnb/EN8aw5rCgwHh+rWxtvdrf2rnvjyh/7Kyt7hgPX/gO7KhPKp1o+W1amzPAcbFda8ysjuitWwttHGs9eXg4esy8ulnoOQuouMqA==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
159,A6Hywqz127bzmqHa6aSm1qzz1Kj8uqH52ndiEXC16fGkzoim7a64zuCt9qqx/dq7nMOryf+mx4/E2NaL/dqRn9ax8c3EwMiD8uuNq8GK2fhhVVNHU10AAAUDBQoF2Yi80JGng5Tk2oa9xYvmDQMI1t24gYO70f+wdCR50q/MUABwd6v6/Kn63K+Y0qbBzRVjeKrp9qG786HqxLW6xbfL8aTjvqjIprXX46zHj7LF47yDzqbNxar4o8jU0ojGz5yl4r3IyGGc3uSK2/LC+OlXQGFWhMvXgI+Z05yT34650I6O1qjbydmIcdyRtYWAqcqj5XciYteK6dyY1d+gnYzdqab95AKs8cC287qi2fuks/mt4eOj+L8=,pv3YpPLnpejZyMXVAg9lBw==,c2tupdjRpubpEnRwZaSZ563T/av6rqbH96HqqqTo0qLb1sT5/sXL8aX1z8Ts31JmDm+p4dKnxafF/8lcUUBMEHJ4e3QSTVJSTobKs6Hc4Jjl4InN5F0dF9KrtN6Ot9CNrzkKSA2Gn6vRrb1TCAEf3NiAJ2t30+CR3+O60KnghozDofbZQnlvcq+Y0qbu68Tp2qfU2KK44aDC6raYwbf90afzqA==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
160,pv3jptPwpPf2xefxvd6TtNLLsN/uxPbFsv34xPnZtejWt4/9tpjYpP7XqZv5oN/ux8H+qPPIoLW7hszNjs71xP/Br/i0nfbUhtzvy9v1gOvIgMzlhciM166c1buE07e60LqegpXM1aq8y5nt3qif1t24jIKd0fGB38Ww0rrDh47VoOvwrPX6uuyyreTkp5zHoM/QqcOap8TFoO+zpOnkotvWFKfPqLT3/K/GsbHe5bG856vf46fHjcTby4v9wp6i/rLk+sfF0IHU5Y2234zEybbo7prNxsKOudmfn9eqhNK3it78qYaJv9+XmISClcuhztHAt92G9NuL/Q==,p8nZpPLhcJD7EXyj1PPP78Sr7dCjm8F0ZnaQkHRh,c2tuptTlp83byOPHveOxtvH8sMP0xcHqseT8yO/0uPrftZvstqfqq8/5q7vPoPX3x9XKqPHHoIO3hs7ShMrxxP/vrP6entzhi9nuJ3ZLRZXW04XK2YutuNOEsdyqqdy/hNaiy87hude0g9H1ideVgoiW/MujhIa0vYS1str5/NX80qv0+q7B2UETamGz4I625tW94+HH2vC+4tTFyPe14PK2mPq7h8KpxvOnocejz+LJ2Pp9cHd2y5nXa1pPUkgZfmas/ZRMhPnmUV8AdlyD5/aD6eOG85DXqZnWrILTvpXQrpiBgN/anprJjufbs6ff0J6Mk6TS2a7f0r7SttWHoM6gw8yg4++xy6uj7N2ku8ih7uypya+m6/hPZw5htsb1pNiApM6Bt9bFrvWvs//0sZrpqvTzq8m5x9nNX6PCSBil1furnPSG3fKE06J1VVay41BQ,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
161,q//opvXepNj4x97FsPmgt/DlvPbiyPDmv/3zyMTvteXgtbrFurLwqdHip6fbo/fAxPfOqPHkrKuFiuTLhNbjx+verMmXU4bd7oX1gqHj1ZfXw4bB9Y+jqdCUt9yug9Ovsdqr/8jxmdm/otHFotaJo4SE9cKEqQ==,e3R4,c2tupcHepO7Lyf7nsfyztsL8sOLcx/PUsv3/x9vUuNXkt6X6u47xq+/eq7n8LSwgUDx0Y2Y5MlkODgIKDhwYTCMmZydPFUwGAEwGWDAXDAQ6Cg8tAAlBUUBdUU5dRD4HGxPf+YiJnZLdgo2EgqfEmv7R96zfrOHcp8fTsoiB8purwsGm8fup/OrH6tZecg5zrcbYpMSlqv3sdGAQeb/syaTCrqnTpbXG4aH7l7LY/bCY9Xx1ew==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
162,pv3OpO/ApejsyMPrsPuutsXYs9r9x9TBs83FxcT1t9nAtZrmur3Oq8jgppT8o87TxcPYpcjZoZSHhvHjhM/sx93RoNm+kePyid3mxOf6iszfgO/thfW91KOo1IKI05CS0oKKiZHt1oi4yJrX0Ze90MSagZev0t6R0c+S0I3qi5Pdofb5r8T4usKSq/3YpZjHoevFpeGOq//BosikpMDdoubixPn+x8rIpfHOxOzvvfm3q/bCrvDLx4P8hOHwlMOwosn5oJjVht3uh9CHocjyl8jdhOLvh5G+0Ymk366e0bmi14PKydit1YSt0Nu+25KniKDlyIKhioi7ipmA2vPM2P3cq+3+pOXCooXqpO7Wx8nMqsXBo4f+o87qtpvBtOnNru6/,q9jYpdHlpMnm,c2tupdjRpubpxcnWsteZtuzosv33xcbzsvjOx9vUtc3Wt6XktLzRq/vup73KotH9yPvmqt/JoKK2iuD5hcjexdfYrPm1n/jhh/72xMXygs7djMLtjNSh1ZSf1ZSo07GD0YuDjr/Z25WNyYz814+h3Oe5gr2k0dGW09q436Hci5X3ofber9b5t86To9vQqZ/NodvUqf63q8r5o8K8pNjgrNzExtj7xcvhrvXCycnTvs2IqtXhrfbLxrLbiMvUlsG9otvWoJrfh/nehfOfrfjzl8nhhcrjjJWY0Jyn3amO0aW53IXqyOe/2bi33N6/1b2lhoDGypmYjZqTh7qg197O1PvaqN/Bq+z2rprTqP7NyPzJqPTioY7UptbH,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
